온실가스배출량,성별,나이,OTT이용여부,OTT서비스1순위,OTT서비스2순위,OTT서비스3순위,OTT컨텐츠1순위,OTT컨텐츠2순위,OTT컨텐츠3순위,OTT매체1순위,OTT매체2순위,OTT매체3순위,이용빈도,1회이용시간,OTT서비스결제유형,최근3개월유료결제이용여부,스마트폰데이터무제한요금제가입여부,타블렛PC보유여부
0.03801861,2,41,1,10, , ,1,6, ,1, , ,3,30,1,2,2,2
0.05069148,2,51,1,10,9, ,1,6, ,1, , ,6,40,1,2,2,2
0.07603722,1,29,1,3,10, ,6,3,1,1,3, ,2,60,1,2,1,1
0.07603722,1,26,1,1,10,2,3,5,4,1,3, ,1,60,1,2,1,2
0.07603722,2,24,1,1,10,11,1,6,7,1,5, ,2,60,1,2,2,1
0.03801861,1,43,1,5,10, ,1,5,6,1,2, ,2,30,1,2,2,2
0.07603722,2,43,1,10, , ,3,6, ,1, , ,2,60,1,2,2,2
0.05069148,2,10,1,10,1, ,4,6,3,1,3, ,1,40,1,2,2,2
0.07603722,1,45,1,10,5, ,6,5,1,1,3, ,3,60,1,2,2,2
0.11405583,2,44,1,10, , ,6,3, ,1, , ,2,90,1,2,2,2
0.03801861,1,36,1,10,1, ,6,7,1,1, , ,2,30,1,2,2,1
0.07603722,2,33,1,10, , ,6,7, ,1, , ,2,60,1,2,2,1
0.11405583,2,30,1,10,11,1,1,7,6,1,5, ,2,90,1,2,1,2
0.07603722,1,29,1,10,1,2,3,4,5,1,3, ,2,60,1,2,1,2
0.07603722,1,32,1,10,4, ,6,3,4,1,3, ,2,60,1,2,1,2
0.07603722,2,28,1,4,10, ,6,7,1,1,3, ,1,60,1,2,1,2
0.03801861,1,48,1,10, , ,6,7, ,1, , ,5,30,1,2,2,2
0.07603722,1,58,1,10, , ,6,7, ,1, , ,3,60,1,2,1,2
0.03801861,2,53,1,10, , ,6,7, ,1, , ,4,30,1,2,1,2
0.11405583,1,17,1,10, , ,6,7, ,1, , ,3,90,1,2,2,2
0.03801861,1,13,1,11, , ,6,7, ,1, , ,3,30,1,2,2,2
0.02534574,2,76,1,10, , ,6,7, ,1, , ,4,20,1,2,2,2
0.07603722,2,37,1,10, , ,6,7, ,1, , ,4,60,1,2,2,2
0.03801861,1,51,1,10, , ,6,1, ,1, , ,4,30,1,2,1,2
0.019009305,1,21,1,10, , ,3,6,8,1,4,3,1,15,1,2,2,2
0.07603722,1,39,1,10, , ,6,1,3,1,2,3,1,60,1,2,1,2
0.019009305,1,24,1,10,8,7,6,7,4,1,3, ,1,15,1,1,1,2
0.010138296,1,54,1,10, , ,6,3, ,1, , ,4,8,1,2,1,1
0.006336435,2,51,1,1, , ,6, , ,1, , ,3,5,1,2,1,2
0.03801861,1,50,1,10, , ,8,7,6,1,2,4,1,30,1,2,1,2
0.07603722,2,45,1,10,6, ,6,7, ,1, , ,4,60,1,2,2,2
0.30414888,2,20,1,10, , ,1,3, ,1, , ,1,240,1,2,2,2
0.07603722,1,14,1,10,9,6,6,3,7,1,3, ,1,60,1,2,2,1
0.016474731,2,54,1,10, , ,6,3,1,1, , ,1,13,1,2,1,2
0.01267287,1,27,1,10, , ,6,7,1,1, , ,1,10,1,2,1,2
0.01267287,1,56,1,10, , ,6,3,1,1,3,4,1,10,1,2,1,2
0.031682175,2,55,1,9,8, ,6,1,3,1,3, ,1,25,1,2,1,2
0.031682175,2,25,1,10, , ,6,7,1,1,3, ,1,25,1,2,1,2
0.11405583,1,90,1,3,6,10,1,2,4,1, , ,1,90,1,2,2,2
0.02534574,2,52,1,10, , ,6, , ,1, , ,5,20,1,2,2,2
0.01267287,1,67,1,10, , ,6, , ,1, , ,6,10,1,2, ,2
0.057027915,2,37,1,1,10, ,1,4,6,1, , ,5,45,3,1,1,2
0.11405583,2,37,1,8,10, ,5,1,6,1,5, ,4,90,3,1,1,2
0.05069148,2,48,1,8,10, ,5,6, ,1,5, ,4,40,3,1,1,2
0.02534574,2,57,1,10, , ,1,6, ,1, , ,5,20,1,2,2,2
0.03801861,1,60,1,10, , ,6, , ,1, , ,5,30,1,2,2,2
0.05069148,2,58,1,10, , ,6, , ,1, , ,6,40,1,2,2,2
0.45622332,1,50,1,10, , ,3,2, ,5,1, ,1,90,1,2,1,2
0.45622332,2,49,1,10, , ,3,6, ,5,1, ,1,90,1,2,2,2
0.60829776,1,48,1,10,8,12,3,5,6,5,1,4,1,120,3,1,1,2
0.60829776,2,42,1,10,8, ,3,6, ,5,1, ,1,120,1,2,2,2
0.11405583,1,15,1,10,8, ,6,5, ,1,2, ,1,90,1,2,2,1
0.45622332,1,56,1,3,10,8,3,1,5,5,1,4,4,90,1,2,1,2
0.15207444,1,26,1,10,8,2,5,6,2,1,2,5,2,120,1,1,2,1
0.01267287,2,56,1,10, , ,1,6, ,1, , ,4,10,1,2,2,2
0.03801861,2,49,1,10, , ,6,1, ,1, , ,4,30,1,2,2,2
0.07603722,2,63,1,10, , ,1,7, ,1, , ,4,60,1,2,2,2
0.03801861,1,53,1,10, , ,6,1, ,1, , ,4,30,1,2,2,1
0.20276592,1,20,1,10,8,1,5,6,3,1, , ,1,160,3,1,2,1
0.15207444,2,19,1,10,8, ,6,5,3,1, , ,1,120,3,1,2,2
0.07603722,2,52,1,10, , ,1, , ,1, , ,4,60,1,2,1,2
0.019009305,1,50,1,10, , ,1, , ,1, , ,7,15,1,2,2,1
0.02534574,2,48,1,10, , ,6,1, ,1, , ,4,20,1,2,2,1
0.26613027,2,22,1,10,8, ,1,3,7,1,5,2,1,210,1,2,2,1
0.26613027,1,21,1,10,8,2,1,3,6,1,2,4,1,210,1,2,2,1
0.03801861,2,49,1,10, , ,6,1, ,1, , ,4,30,1,2,2,2
0.22811166,1,36,1,3,12,8,3,1,6,1,5,4,1,180,1,2,1,2
0.60829776,1,32,1,2,10,1,3,5,6,5,1,3,2,120,3,1,2,2
0.30414888,1,45,1,8,10,4,4,6,1,5,1,3,4,60,1,2,1,2
0.30414888,2,43,1,8,10,4,4,6,1,5,1,3,1,60,3,1,1,2
0.01267287,2,18,1,4,10, ,4,5, ,1, , ,2,10,1,2,2,1
0.11405583,1,17,1,8,10,4,4,1,6,1, , ,3,90,3,1,1,1
0.07603722,2,75,1,10, , ,1, , ,1, , ,2,60,1,2,2,2
0.15207444,1,49,1,11, , ,4, , ,1, , ,5,120,1,2,1,2
0.01267287,1,23,1,10, , ,6, , ,1, , ,3,10,1,2,1,2
0.07603722,1,47,1,10,6,8,6,7,1,1, , ,1,60,1,2,2,2
0.03801861,2,46,1,10, , ,1,4, ,1,3, ,4,30,1,2,2,2
0.03801861,1,18,1,10,8, ,3,6,5,1, , ,6,30,1,2,2,2
0.03801861,2,16,1,10, , ,6,1,7,1, , ,5,30,1,2,2,2
0.019009305,1,57,1,10, , ,6,1, ,1, , ,4,15,1,2,2,2
0.07603722,1,19,1,10,8,1,6,4,3,1,4,3,2,60,1,2,2,2
0.03801861,1,16,1,10, , ,6,1,4,1,2,3,2,30,1,2,2,2
0.07603722,1,54,1,8, , ,1,4, ,1,5, ,2,60,1,2,2,2
0.11405583,2,49,1,10,8, ,6,1,7,1,4,5,1,90,3,1,1,2
0.07603722,2,20,1,10,8, ,2,4,6,1,4,5,1,60,1,2,1,2
0.53226054,1,16,1,10,8, ,6,4,1,1,5,4,1,420,1,2,2,2
0.07603722,1,34,1,10, , ,6,1, ,1,3, ,1,60,1,2,2,2
0.057027915,1,30,1,10, , ,6,7, ,1, , ,1,45,3,1,2,2
0.05069148,1,54,1,10, , ,6, , ,1, , ,3,40,1,2,2,2
0.03801861,2,53,1,10, , ,6,1,7,1, , ,1,30,1,2,2,2
0.07603722,2,23,1,8,10,12,2,4,6,1, , ,1,60,3,1,2,2
0.11405583,1,21,1,10, , ,6,1, ,1, , ,1,90,1,2,2,2
0.01267287,1,55,1,10, , ,6, , ,1, , ,4,10,1,2,2,2
0.06758864,2,21,1,1,2,10,1,4,6,3,1, ,1,20,3,1,2,1
0.05069148,1,42,1,10, , ,6,1, ,1, , ,1,40,1,2,1,2
0.03801861,2,43,1,10, , ,7,1, ,1, , ,4,30,1,2,2,2
0.03801861,1,48,1,10, , ,6, , ,1, , ,4,30,1,2,1,2
0.03801861,2,49,1,9,10, ,1, , ,1, , ,5,30,1,2,1,2
0.03801861,2,49,1,10, , ,6,1, ,1, , ,1,30,1,2,2,2
0.03801861,1,47,1,10, , ,6, , ,1, , ,5,30,1,2,2,2
0.02534574,2,46,1,1,9, ,1, , ,1, , ,1,20,3,1,2,2
0.03801861,1,59,1,10, , ,1, , ,1, , ,3,30,1,2,1,2
0.03801861,2,34,1,6,10, ,1,6, ,1, , ,1,30,1,2,2,2
0.031682175,1,31,1,10, , ,6,7, ,1,2, ,1,25,3,1,1,2
0.03801861,1,48,1,10, , ,6,7, ,1, , ,3,30,1,2,2,2
0.07603722,2,35,1,1,10, ,1,6, ,1, , ,3,60,3,1,2,2
0.03801861,1,54,1,10,6, ,1,7, ,1, , ,1,30,1,2,2,2
0.03801861,2,50,1,6, , ,1, , ,1, , ,2,30,1,2,2,2
0.05069148,2,25,1,10,8, ,6,1,2,1,3, ,1,40,3,1,1,2
0.03801861,1,21,1,10, , ,6, , ,1, , ,1,30,1,2,2,2
0.03801861,1,67,1,10, , ,6,1, ,1, , ,3,30,1,2,1,2
0.05069148,1,54,1,6, , ,1, , ,1, , ,3,40,1,2,2,2
0.10138296,1,25,1,10,8, ,6,1,2,2,1, ,1,30,3,1,2,1
0.019009305,1,25,1,10, , ,6, , ,1, , ,1,15,1,2,2,2
0.03801861,1,52,1,10, , ,1, , ,1, , ,1,30,1,2,2,2
0.07603722,1,25,1,8,10, ,2,5,1,1,2, ,1,60,3,1,1,1
0.03801861,1,22,1,8, , ,6, , ,1, , ,1,30,1,2,1,2
0.03801861,2,54,1,10, , ,7, , ,1, , ,1,30,1,2,2,2
0.07603722,2,27,1,10, , ,6,7,1,1,3, ,1,60,3,1,2,2
0.07603722,2,22,1,12,10, ,4,2,1,1,2, ,1,60,3,1,2,1
0.05069148,2,52,1,10, , ,7, , ,1, , ,1,40,1,2,2,2
0.27035456,2,26,1,8,10, ,2,5,1,2,1, ,3,80,3,1,2,1
0.02534574,2,36,1,10, , ,6, , ,1, , ,2,20,1,2,1,2
0.07603722,2,33,1,12,10, ,4,2,6,1, , ,1,60,3,1,2,2
0.02534574,1,69,1,10, , ,6,7, ,1, , ,1,20,1,2,1,2
0.05069148,2,64,1,10, , ,6,7, ,1, , ,1,40,1,2,1,2
0.05069148,1,73,1,10, , ,1,7, ,1, , ,4,40,1,2,2,2
0.03801861,1,49,1,10,1,5,5,6,7,1,2, ,4,30,1,2,2,1
0.01267287,1,56,1,10, , ,6,1, ,1, , ,5,10,1,2,2,2
0.01267287,2,50,1,10, , ,6,1, ,1, , ,4,10,1,2,2,2
0.02534574,1,56,1,10,8, ,6,1,2,1,5, ,1,20,3,1,1,2
0.07603722,2,54,1,10, , ,1,6, ,1, , ,1,60,1,2,1,2
0.7603722,1,63,1,10,8, ,1,3, ,5,1,4,2,150,1,1,2,2
0.01267287,2,60,1,10, , ,6,1, ,1, , ,4,10,1,2,2,2
0.03801861,1,46,1,10, , ,6,1,7,1, , ,2,30,1,2,2,2
0.01267287,2,47,1,10,8, ,6,1,7,1,4,5,1,10,1,2,2,1
0.22811166,1,14,1,10, , ,6,2,3,1,4,5,1,180,1,2,2,1
0.22811166,1,10,1,10, , ,6, , ,1,5,2,1,180,1,2,2,1
0.15207444,1,49,1,8, , ,4,2,5,1,5,3,2,120,3,1,1,2
0.07603722,2,39,1,10,12,8,4,3,7,1,3,2,5,60,1,1,1,2
0.03801861,2,14,1,10, , ,6,1, ,1, , ,3,30,1,2,1,2
0.03801861,2,56,1,10, , ,6, , ,1, , ,3,30,1,2,1,2
0.10138296,2,20,1,10, , ,6,1,7,1, , ,1,80,1,2,2,2
0.07603722,1,50,1,10,8,1,8,7,1,1,3,5,5,60,3,1,2,2
0.03801861,2,50,1,10,8,4,7,1,4,1,5,3,5,30,1,2,2,2
0.07603722,2,23,1,10,8,9,1,7,4,1,4,5,1,60,3,1,1,2
0.15207444,2,20,1,10,8,9,1,2,7,1,4,5,1,120,3,1,1,2
0.03801861,1,47,1,6, , ,5, , ,1, , ,6,30,1,2,1,2
0.02534574,2,43,1,10, , ,6,7, ,1,2, ,2,20,1,2,2,1
0.03801861,2,16,1,10, , ,1,4,7,1,2,3,1,30,1,2,2,1
0.53226054,1,14,1,10,9,4,6,7,1,1,3,2,1,420,1,2,2,1
0.019009305,2,55,1,10, , ,6,1, ,1, , ,5,15,1,2,2,2
0.03801861,1,64,1,10, , ,6,1, ,1, , ,4,30,1,2,2,2
0.05069148,1,35,1,10,1, ,3,6,1,1,3, ,5,40,1,2,1,1
0.07603722,2,55,1,10, , ,6,1, ,1, , ,3,60,1,2,2,2
0.02534574,1,58,1,10, , ,6, , ,1, , ,7,20,1,2,2,2
0.01267287,2,57,1,10, , ,6,1, ,1, , ,4,10,1,2,2,2
0.07603722,1,27,1,4,10, ,6,1,4,1,3, ,4,60,1,2,1,2
0.07603722,1,55,1,10, , ,6,3, ,1, , ,4,60,1,2,2,2
0.11405583,2,52,1,10, , ,6,7, ,1, , ,2,90,1,2,2,2
0.07603722,1,21,1,11,10,1,4,5,6,1,3, ,2,60,1,2,1,2
0.02534574,1,46,1,10, , ,6, , ,1, , ,4,20,1,2,1,2
0.006336435,2,45,1,3,10,9,1,3,4,1, , ,1,5,1,2,2,2
0.11405583,2,17,1,10, , ,1,6,7,1, , ,1,90,1,2,2,2
0.05069148,2,15,1,10, , ,6,4, ,1, , ,1,40,1,2,2,1
0.15207444,1,59,1,10, , ,6,7, ,1, , ,3,120,1,2,1,2
0.07603722,2,56,1,10, , ,6,7, ,1, , ,2,60,1,2,2,2
0.10138296,1,28,1,10, , ,6,7, ,1, , ,2,80,1,2,1,1
0.11405583,2,26,1,10, , ,6,7, ,1, , ,2,90,1,2,1,1
0.08871009,1,48,1,10,9,7,1,3,7,1,3,5,3,70,1,2,1,2
0.07603722,1,20,1,10, , ,6,7, ,1,4, ,1,60,3,1,1,2
0.22811166,1,72,1,10, , ,6,1, ,1, , ,1,180,1,2,2,2
0.15207444,2,41,1,10, , ,1,6,3,1, , ,1,120,1,2,2,2
0.07603722,2,65,1,10, , ,6,1,3,1, , ,2,60,1,2,2,2
0.15207444,1,20,1,10,8, ,1,6,3,1,2, ,2,120,1,2,1,2
0.15207444,1,45,1,10, , ,6,1,4,1, , ,1,120,1,2,2,2
0.15207444,2,43,1,10, , ,6,3, ,1, , ,1,120,1,2,2,2
0.15207444,1,47,1,10,8, ,6,1,3,1,3, ,3,120,1,2,2,2
0.07603722,2,39,1,10, , ,6, , ,1, , ,2,60,1,2,2,2
0.22811166,1,42,1,10, , ,6,1,3,1, , ,1,180,1,2,2,2
0.30414888,1,48,1,10, , ,3,2, ,5,1, ,1,60,1,2,2,2
0.45622332,2,45,1,10, , ,3,6, ,5,1, ,1,90,1,2,2,2
0.15207444,1,47,1,1,8,3,1,6,7,1,5,4,6,120,1,2,2,2
0.03801861,2,49,1,10, , ,3, , ,1, , ,1,30,1,2,2,2
0.11405583,1,45,1,10,8, ,3,5,7,1,5,4,1,90,3,1,1,1
0.11405583,2,44,1,10,8, ,3,5, ,1,5,4,1,90,3,1,1,1
0.03801861,2,59,1,10, , ,6,7,1,1,5, ,1,30,1,2,2,2
0.07603722,1,56,1,10, , ,6, , ,1, , ,1,60,1,2,2,2
0.45622332,2,55,1,10, , ,3,6, ,5,1, ,1,90,1,2,2,2
0.11405583,1,46,1,10,8, ,1,3,6,1,5,4,1,90,1,1,2,1
0.03801861,2,49,1,10, , ,6,1, ,1, , ,4,30,1,2,2,2
0.03801861,1,52,1,2,10,8,1,6, ,1,5,4,7,30,1,2,2,2
0.01267287,2,50,1,10, , ,6,1, ,1, , ,5,10,1,2,2,2
0.45622332,1,47,1,10, , ,3,6, ,5,1, ,1,90,1,2,2,2
0.45622332,2,47,1,10, , ,3, , ,5,1, ,1,90,1,2,2,2
0.07603722,1,46,1,10,8, ,1,4, ,1,5, ,6,60,1,2,2,2
0.01267287,2,44,1,10, , ,1,6, ,1, , ,6,10,1,2,2,2
0.03801861,2,52,1,10, , ,6,1, ,1, , ,3,30,1,2,2,2
0.07603722,1,60,1,10, , ,3, , ,1,5, ,2,60,1,2,2,2
0.07603722,2,54,1,10,6, ,1, , ,1,5, ,1,60,1,2,2,2
0.11405583,1,60,1,10,8, ,1,3, ,1,2,4,4,90,1,2,2,2
0.15207444,1,44,1,10,2, ,3,1,7,1,5,3,2,120,1,1,1,2
0.07603722,1,77,1,10, , ,4,7, ,1, , ,1,60,1,2,2,2
0.40553184,2,65,1,10, , ,5, , ,4, , ,2,120,1,2,2,2
0.19009305,1,43,1,10,8,7,1,6,4,1,3,4,1,150,1,2,1,2
0.07603722,2,41,1,10,6,9,6,1,4,1,3,4,1,60,1,2,1,2
0.03801861,2,13,1,10, , ,6,7,4,1,3,2,1,30,1,2,1,1
0.01267287,2,46,1,10, , ,5, , ,1, , ,4,10,1,2,2,1
0.01267287,1,51,1,10, , ,5, , ,1, , ,5,10,1,2,1,2
0.01267287,1,13,1,10, , ,5, , ,1, , ,4,10,1,2,2,1
0.22811166,1,61,1,10,8, ,6,7,5,1,5, ,1,180,1,2,1,2
0.15207444,2,60,1,10, , ,7,6, ,1, , ,1,120,1,2,1,1
0.07603722,2,34,1,10, , ,6,4,7,1,3, ,1,60,1,2,1,1
0.07603722,2,31,1,10, , ,5, , ,1,3, ,1,60,1,2,2,2
0.02534574,2,24,1,10, , ,6, , ,1, , ,1,20,1,2,1,1
0.03379432,1,60,1,10, , ,5, , ,2, , ,6,10,1,2,1,1
0.01267287,1,44,1,10, , ,3,5, ,1, , ,1,10,1,2,1,2
0.11405583,1,40,1,10, , ,6,1, ,1, , ,3,90,1,2,2,1
0.07603722,1,33,1,8, , ,5,4,1,1,4,3,1,60,3,1,1,2
0.07603722,2,37,1,8, , ,5, , ,1, , ,4,60,3,1,2,2
0.07603722,1,45,1,10,8,6,6,7,5,1,4,2,2,60,1,2,1,1
0.07603722,2,45,1,10, , ,7,1, ,1, , ,5,60,1,2,2,1
0.15207444,1,12,1,10, , ,1,7, ,1,4, ,1,120,1,2,2,1
0.30414888,1,43,1,10,2,1,3,1,6,4,1,2,1,90,1,2,1,1
0.10138296,2,42,1,2,1,10,3,1,6,4,1,2,1,30,1,2,2,1
0.10138296,1,10,1,10,2, ,6,1, ,2,1,4,3,30,1,2,2,1
0.10138296,2,8,1,10, , ,6, , ,2,4, ,3,30,1,2, ,1
0.03801861,1,38,1,8,10, ,6,5, ,1,3, ,1,30,1,2,1,2
0.15207444,2,35,1,8,10, ,1,4,5,1,3,2,1,120,3,1,2,1
0.30414888,1,13,1,8,10, ,2,4, ,1,2, ,1,240,1,2,2,2
0.30414888,2,11,1,10,8, ,1,4, ,1, , ,1,240,1,2,2,2
0.07603722,1,45,1,1, , ,1,4, ,1,3, ,6,60,2,1,1,2
0.02534574,2,44,1,10, , ,7,1, ,1, , ,5,20,1,2,2,1
0.07603722,1,13,1,10, , ,6, , ,1,5, ,1,60,1,2,2,1
0.03801861,2,10,1,10, , ,7,6, ,1,2, ,2,30,1,2,2,1
0.07603722,1,82,1,10, , ,1,6, ,1, , ,4,60,1,2,2,2
0.02534574,2,79,1,10, , ,6, , ,1,5, ,1,20,1,2,2,2
0.22811166,2,55,1,10,3,6,6,7,1,1,4,5,1,180,1,2,1,2
0.15207444,2,18,1,10,8,6,1,6,4,1,4, ,1,120,2,1,1,2
0.60829776,2,62,1,8,10, ,2,1, ,2,1, ,2,180,3,1,1,1
0.010138296,2,29,1,8,10,1,5,1,6,2,1,4,2,3,3,1,1,1
0.40553184,2,28,1,10,8,1,1,5,6,3,4,2,5,120,3,1,2,2
0.03801861,2,53,1,6,10, ,6,3, ,1, , ,1,30,1,2,2,2
0.01267287,1,50,1,10, , ,1,6,7,1, , ,1,10,1,2,1,2
0.07603722,2,49,1,10, , ,6,7, ,1, , ,1,60,1,2,1,2
0.01267287,1,20,1,10,4, ,6,7,1,1, , ,1,10,1,2,1,2
0.03801861,1,46,1,10,6,5,6,7,1,1,2,3,1,30,1,2,2,2
0.02534574,1,52,1,10, , ,6,1,7,1,3, ,1,20,1,2,2,2
0.03801861,2,45,1,10, , ,6,1, ,1, , ,3,30,1,2,2,1
0.03801861,1,19,1,10, , ,1,6, ,1, , ,3,30,1,2,2,2
0.40553184,2,16,1,10, , ,6,1,7,2,1, ,2,120,1,2,2,1
0.11405583,1,13,1,10,8, ,6, , ,1,2,3,1,90,1,2,2,1
0.02534574,1,38,1,10,4,6,6,3,1,1,5,3,1,20,1,2,2,1
0.07603722,2,38,1,10,2,8,1,4,3,1,2, ,6,60,1,1,1,2
0.03801861,1,43,1,10, , ,1,4,6,1,2,4,5,30,1,2,2,1
0.02534574,2,44,1,10,1,2,1,6,7,1,2,4,1,20,1,2,2,1
0.06758864,1,10,1,1, , ,6,7, ,2,4, ,2,20,1,2, ,1
0.06758864,2,8,1,1,10, ,6,7, ,2,4, ,2,20,1,2, ,1
0.019009305,1,48,1,10, , ,6, , ,1, , ,1,15,1,2,2,1
0.07603722,2,46,1,6,10, ,1, , ,1, , ,5,60,1,2,2,1
0.10138296,2,14,1,10, , ,1,7, ,4,1, ,1,30,1,2,2,1
0.03801861,2,57,1,10, , ,6,1, ,1, , ,4,30,1,2,1,2
0.07603722,1,28,1,10, , ,1,6, ,1, , ,3,60,1,2,1,1
0.03801861,2,49,1,10, , ,6,1, ,1, , ,3,30,1,2,2,2
0.01267287,1,53,1,10, , ,6, , ,1, , ,5,10,1,2,1,2
0.03801861,2,52,1,10,1,2,1,6,4,1, , ,1,30,1,2,1,2
0.07603722,1,31,1,10,8,6,6,1,4,1,3,2,1,60,1,1,1,1
0.11405583,2,28,1,2,8,10,1,4,6,1,3, ,1,90,3,1,1,2
0.03801861,1,25,1,10,8,3,6,1,4,1,3,4,1,30,1,2,1,1
0.15207444,2,19,1,10,1,12,6,1,3,1,3, ,1,120,3,1,1,2
0.03801861,2,29,1,10,8,6,6,5,3,1,3, ,1,30,3,1,1,2
0.19009305,1,30,1,10,8,6,6,3,5,1,2,4,1,150,3,1,1,1
0.03801861,1,57,1,10, , ,1, , ,1, , ,4,30,1,2,1,2
0.03801861,2,55,1,10, , ,1, , ,1, , ,4,30,1,2,2,2
0.03801861,1,27,1,10, , ,1, , ,1, , ,4,30,1,2,1,2
0.03801861,2,23,1,10, , ,1,4,7,1, , ,5,30,1,2,1,2
0.02534574,1,55,1,10, , ,1,7,4,1, , ,4,20,1,2,1,2
0.02534574,2,51,1,10, , ,1,4,7,1, , ,3,20,1,2,2,2
0.05069148,1,29,1,10,8, ,1,2,4,1,4, ,4,40,1,2,1,2
0.003801861,2,27,1,8,10, ,1,2,4,1,4, ,3,3,3,1,1,2
0.03801861,1,55,1,10, , ,1,4,7,1, , ,4,30,1,2,1,2
0.03801861,2,53,1,10, , ,1,7,4,1, , ,3,30,1,2,1,2
0.03801861,1,26,1,10, , ,1,4,7,1,4, ,4,30,1,2,1,1
0.03801861,1,24,1,10, , ,1,6,4,1,4, ,4,30,1,2,1,2
0.02534574,2,22,1,10, , ,1,4,6,1, , ,3,20,1,2,1,2
0.03801861,1,59,1,9, , ,1, , ,1, , ,4,30,1,2,1,2
0.03801861,1,31,1,10, , ,1,6,4,1,4, ,4,30,1,2,1,2
0.03801861,1,34,1,10, , ,1,6,4,1, , ,3,30,1,2,1,2
0.02534574,2,57,1,10, , ,1,6, ,1, , ,3,20,1,2,1,2
0.02534574,1,31,1,10,8, ,1,7,6,1, , ,4,20,1,2,1,2
0.02534574,1,26,1,8,10, ,1,5, ,1, , ,3,20,1,2,1,2
0.02534574,2,60,1,10, , ,6, , ,1, , ,4,20,1,2,2,2
0.019009305,2,30,1,10, , ,6,1, ,1,4, ,1,15,1,2,1,2
0.01267287,2,27,1,10,8, ,1,7, ,1,4, ,1,10,1,2,1,2
0.07603722,1,41,1,10,8, ,4,6, ,1, , ,4,60,1,2,1,2
0.15207444,2,40,1,10,8, ,4,5, ,1, , ,5,120,1,2,2,1
0.15207444,2,16,1,10,6,8,6,7,4,1,4,2,1,120,1,2,2,1
0.60829776,1,15,1,10, , ,6,7, ,1,3, ,1,480,1,2,2,2
0.03801861,2,48,1,10, , ,6, , ,1, , ,6,30,1,2,2,2
0.07603722,1,47,1,10, , ,6, , ,1,4, ,4,60,1,2,1,2
0.41820471,2,16,1,10,3,8,6,7,5,1,2,4,1,330,1,2,2,1
0.15207444,2,13,1,10, , ,6, , ,1, , ,1,120,1,2,2,2
0.02534574,2,47,1,10,2,1,6,1,4,1,2, ,2,20,1,2,2,2
0.03801861,2,19,1,10,2,6,6,1,7,1,2,3,4,30,1,2,1,1
0.05069148,1,15,1,10, , ,6, , ,1,2, ,1,40,1,2,2,1
0.03801861,2,47,1,10, , ,6,1, ,1, , ,2,30,1,2,1,2
0.30414888,1,46,1,10, , ,2,1, ,4,1, ,3,90,1,2,2,2
0.05069148,2,15,1,8,10, ,1,6,7,1,4, ,2,40,1,2,2,2
0.20276592,1,10,1,10, , ,6, , ,4,1, ,1,60,1,2,2,2
0.03801861,1,45,1,10, , ,6, , ,1, , ,2,30,1,2,1,2
0.11405583,2,39,1,10, , ,6,7, ,1, , ,2,90,1,2,2,2
0.11405583,1,13,1,10, , ,6,1, ,1, , ,1,90,1,2,2,2
0.06336435,1,11,1,10, , ,1,6,7,1, , ,1,50,1,2,2,2
0.03801861,2,45,1,10, , ,6,7, ,1, , ,3,30,1,2,2,2
0.05069148,1,50,1,10, , ,6,7, ,1, , ,4,40,1,2,2,2
0.03801861,2,45,1,10, , ,6,7,1,1, , ,4,30,1,2,2,2
0.05069148,2,16,1,10,8, ,6,5,7,1,3, ,2,40,1,1,2,2
0.03801861,1,57,1,10, , ,6, , ,1, , ,3,30,1,2,2,2
0.05069148,2,59,1,10, , ,6,7, ,1, , ,3,40,1,2,2,2
0.07603722,1,25,1,10,8, ,6,5,7,1, , ,2,60,3,1,2,2
0.10138296,1,23,1,10,8, ,6,5,7,1, , ,2,80,3,1,2,2
0.03801861,1,56,1,10, , ,6, , ,1, , ,3,30,1,2,2,2
0.05069148,2,48,1,10, , ,6, , ,1, , ,3,40,1,2,2,2
0.03801861,1,48,1,10, , ,6, , ,1, , ,4,30,1,2,2,2
0.02534574,2,46,1,10, , ,6, , ,1, , ,4,20,1,2,2,2
0.044355045,1,43,1,10, , ,6,7, ,1, , ,3,35,1,2,2,2
0.02534574,2,45,1,10, , ,6,7, ,1, , ,3,20,1,2,2,2
0.03801861,1,64,1,10, , ,6,7, ,1, , ,3,30,1,2,2,2
0.05069148,2,57,1,10, , ,6, , ,1, , ,3,40,1,2,2,2
0.03801861,1,49,1,10, , ,6,7, ,1, , ,1,30,1,2,1,2
0.22811166,2,49,1,10, , ,6,7,1,1,5, ,1,180,1,1,2,2
0.1267287,1,21,1,10, , ,6,7, ,1, , ,2,100,1,2,1,1
0.01267287,2,49,1,10, , ,6,1, ,1, , ,2,10,1,2,2,2
0.03801861,1,67,1,10, , ,6, , ,1, , ,3,30,1,2,2,2
0.02534574,2,65,1,10, , ,6, , ,1, , ,3,20,1,2,2,2
0.03801861,1,44,1,10, , ,1,6, ,1, , ,4,30,1,2,2,2
0.03801861,2,45,1,10, , ,1,6, ,1, , ,4,30,1,2,2,2
0.19009305,2,31,1,8,10, ,3,1,7,1,5, ,2,150,1,1,1,2
0.22811166,1,30,1,1,10,2,3,1,6,1,5, ,1,180,1,1,1,2
0.03801861,1,57,1,10, , ,6,3,4,1, , ,2,30,1,2,2,2
