온실가스배출량,성별,나이,OTT이용여부,OTT서비스1순위,OTT서비스2순위,OTT서비스3순위,OTT컨텐츠1순위,OTT컨텐츠2순위,OTT컨텐츠3순위,OTT매체1순위,OTT매체2순위,OTT매체3순위,이용빈도,1회이용시간,OTT서비스결제유형,최근3개월유료결제이용여부,스마트폰데이터무제한요금제가입여부,타블렛PC보유여부
0.05069148,2,57,1,10,8, ,6,5,1,1, , ,2,40,3,1,2,2
0.15207444,1,51,1,8,10, ,4,1,3,1, , ,5,120,1,2,2,2
0.20276592,1,54,1,10, , ,4,1,6,3, , ,2,60,1,2,2,2
0.07603722,2,51,1,10, , ,6,5,7,1, , ,1,60,1,2,2,2
0.60829776,1,22,1,10, , ,6,7,1,3,1, ,1,180,1,2,2,2
0.07603722,2,17,1,10, , ,6,1,7,1, , ,2,60,1,2,2,2
0.05069148,2,26,1,10,8, ,5,6,1,1,4, ,2,40,3,1,2,2
0.03801861,1,23,1,10,8, ,6,5,1,1,4, ,2,30,1,1,1,2
0.07603722,1,55,1,10,6,8,7,1,3,1,3,4,4,60,1,2,2,2
0.01267287,2,48,1,10,6, ,6, , ,1,5, ,2,10,1,2,1,2
0.07603722,2,21,1,10,13,8,6,1,7,1,4,3,1,60,1,2,2,2
0.07603722,2,19,1,10,8, ,4,7,1,1, , ,1,60,3,1,2,2
0.03801861,1,45,1,10,8, ,1,6, ,1,4, ,5,30,1,2,1,2
0.01267287,2,42,1,10,2, ,1,6, ,1, , ,1,10,1,2,2,2
0.01267287,1,46,1,2, , ,1, , ,1, , ,7,10,1,2,2,1
0.01267287,2,46,1,10, , ,6, , ,1, , ,7,10,1,2,2,2
0.27035456,1,59,1,10, , ,3, , ,3,4, ,5,80,1,2,2,2
0.019009305,2,48,1,10, , ,6,3,7,1,4,3,2,15,1,2,2,2
0.22811166,2,23,1,10,8,12,6,7,4,1,2,4,3,180,3,1,2,2
0.03801861,2,20,1,10,8, ,4,7,6,1,2, ,1,30,3,1,1,1
0.11405583,1,58,1,10,6, ,3,1,7,1,2,5,6,90,1,2,2,2
0.03801861,2,54,1,10,6, ,6,7, ,1, , ,1,30,1,2,2,2
0.07603722,2,27,1,10,1,4,1,7,3,1,4,3,2,60,1,2,2,2
0.06758864,1,25,1,10,4,8,6,1,4,2,1,4,1,20,1,2,2,1
0.01267287,2,75,1,10, , ,6,1,3,1, , ,4,10,1,2,2,2
0.02534574,1,21,1,10, , ,1,6,3,1, , ,3,20,1,2,2,2
0.02534574,1,53,1,10, , ,3,1, ,1,4, ,3,20,1,2,1,2
0.02534574,2,42,1,10, , ,6,1,3,1,4, ,2,20,1,2,1,2
0.02534574,2,17,1,10, , ,6,1, ,1, , ,2,20,1,2,2,2
0.02534574,1,14,1,10, , ,6,1,7,1, , ,2,20,1,2,2,2
0.019009305,1,55,1,10, , ,1,3, ,1, , ,4,15,1,2,2,2
0.019009305,2,48,1,10, , ,3,1,6,1, , ,3,15,1,2,1,2
0.01267287,2,17,1,10, , ,6,1,3,1, , ,4,10,1,2,2,2
0.019009305,2,10,1,10, , ,6,1, ,1, , ,2,15,1,2,2,2
0.02534574,1,36,1,10, , ,1,6,3,1, , ,3,20,1,2,1,2
0.03801861,1,40,1,10, , ,1,6,3,1,3, ,3,30,1,2,1,2
0.02534574,1,23,1,10, , ,6,1,4,1,3, ,2,20,1,2,2,2
0.02534574,1,43,1,10, , ,3,1,6,1, , ,2,20,1,2,1,2
0.02534574,2,43,1,10, , ,1,6,3,1, , ,2,20,1,2,1,2
0.01267287,1,59,1,10, , ,1,3,6,1, , ,3,10,1,2,2,2
0.03801861,2,51,1,10, , ,6,1,3,1, , ,2,30,1,2,2,2
0.02534574,1,26,1,10, , ,6,1,3,1, , ,2,20,1,2,1,2
0.02534574,2,14,1,10, , ,6,1,4,1, , ,2,20,1,2,2,2
0.044355045,1,50,1,10, , ,6, , ,1, , ,4,35,1,2,2,2
0.08871009,2,47,1,8,10, ,1,5,6,1,5, ,4,70,3,1,1,2
0.03801861,2,16,1,10,12,6,1,2,6,1, , ,2,30,1,2,2,2
0.05069148,1,48,1,10, , ,6, , ,1, , ,5,40,1,2,1,2
0.03801861,2,45,1,10, , ,6, , ,1, , ,5,30,1,2,2,2
0.05069148,1,16,1,10, , ,6, , ,1, , ,5,40,1,2,2,2
0.07603722,1,20,1,10,9, ,1,7, ,1, , ,5,60,1,2,2,2
0.03801861,1,52,1,9,8, ,3,4, ,1, , ,6,30,1,2,2,2
0.019009305,2,52,1,10, , ,1,6, ,1, , ,4,15,1,2,2,2
0.02534574,2,27,1,10,8,9,4,3,7,1, , ,1,20,1,2,1,2
0.02534574,1,23,1,10,8,4,1,3,5,1, , ,1,20,1,2,2,1
0.05069148,2,37,1,10,1, ,1,2,3,1, , ,2,40,1,2,1,2
0.07603722,1,47,1,10, , ,4,6, ,1, , ,5,60,1,2,1,2
0.15207444,2,49,1,10, , ,6, , ,1, , ,5,120,1,2,1,2
0.07603722,1,20,1,9,10, ,1,6,7,1,5, ,5,60,1,2,1,2
0.07603722,2,15,1,10,9, ,1,6,7,1,4, ,5,60,1,2,1,2
0.03801861,2,36,1,10, , ,1, , ,1, , ,2,30,1,2,2,1
0.06336435,2,34,1,1,10,8,4,1,5,1, , ,2,50,1,2,1,2
0.01267287,1,79,1,10, , ,6, , ,1, , ,2,10,1,2,2,2
0.01267287,2,69,1,10, , ,6, , ,1, , ,2,10,1,2,2,2
0.03801861,1,47,1,10, , ,6,1,7,1, , ,1,30,1,2,2,2
0.07603722,2,28,1,10,8, ,6,5,1,1, , ,1,60,1,2,1,2
0.01267287,2,59,1,10, , ,1,6, ,1, , ,5,10,1,2,2,2
0.02534574,1,61,1,10, , ,6, , ,1, , ,5,20,1,2,2,2
0.05069148,2,56,1,10, , ,6, , ,5, , ,6,10,1,2,2,2
0.07603722,2,26,1,10, , ,6,1,7,1,4,5,4,60,1,2,2,2
0.15207444,2,47,1,10,8, ,6,5, ,1, , ,6,120,1,2,2,2
0.03801861,1,18,1,10,6, ,1,6, ,1, , ,4,30,1,2,2,2
0.03801861,1,47,1,10,6, ,1,6, ,1, , ,4,30,1,2,2,2
0.02534574,1,62,1,10, , ,6, , ,1, , ,1,20,1,2,2,2
0.03801861,2,59,1,10, , ,6,1, ,1, , ,1,30,1,2,2,2
0.019009305,2,68,1,10, , ,6,1, ,1, , ,2,15,1,2,2,2
0.03801861,2,46,1,10, , ,6,1, ,1, , ,3,30,1,2,1,2
0.02534574,1,17,1,10,4, ,5,6,1,1,3, ,2,20,1,2,2,2
0.01267287,1,13,1,10, , ,6, , ,1, , ,2,10,1,2,2,2
0.07603722,1,48,1,10, , ,6, , ,1, , ,4,60,1,2,1,2
0.07603722,2,43,1,10,8, ,1,6, ,1,5, ,4,60,1,1,1,2
0.02534574,2,20,1,10, , ,6, , ,1, , ,1,20,1,2,2,2
0.01267287,1,16,1,10, , ,6,4, ,1, , ,1,10,1,2,1,2
0.01267287,1,49,1,10, , ,6,1, ,1, , ,4,10,1,2,2,2
0.03801861,1,21,1,10,6, ,6,3,5,1,3, ,3,30,1,2,2,2
0.01267287,2,51,1,10, , ,1,6,5,1, , ,6,10,1,2,2,2
0.02534574,1,44,1,10,6, ,6,1, ,1, , ,3,20,1,2,2,2
0.01267287,2,44,1,10,6, ,1,6, ,1, , ,4,10,1,2,2,2
0.03801861,2,19,1,10,4,9,5,6,1,1, , ,1,30,1,2,2,2
0.02534574,2,14,1,10,6, ,1,6, ,1, , ,3,20,1,2,2,2
0.01267287,2,53,1,10, , ,6,3,7,1, , ,4,10,1,2,2,2
0.07603722,2,28,1,6,10, ,6,3,7,1,3, ,3,60,1,2,2,2
0.07603722,2,27,1,10,6, ,6,3, ,1, , ,3,60,1,2,2,2
0.019009305,2,12,1,10, , ,1,6, ,1, , ,7,15,1,2,2,2
0.03801861,2,51,1,10, , ,6,3,7,1, , ,2,30,1,2,2,2
0.03801861,1,16,1,10,9, ,6,5,3,1, , ,2,30,1,2,2,2
0.03801861,2,14,1,10, , ,6,5,1,1, , ,3,30,1,2,2,2
0.03801861,2,55,1,10, , ,6,7, ,1, , ,4,30,1,2,2,2
0.03801861,2,31,1,10,6, ,6,3,1,1, , ,4,30,1,2,2,2
0.07603722,2,24,1,10,6, ,6,7,2,1, , ,3,60,1,2,2,2
0.019009305,2,56,1,10,8,4,1,6,7,1,5, ,1,15,1,1,1,2
0.05069148,1,46,1,10,12, ,5,1,6,1, , ,5,40,1,2,1,2
0.03801861,1,27,1,10, , ,6,3,1,1, , ,1,30,1,2,1,1
0.27880314,1,34,1,8,2,10,1,4,6,1,4,2,1,220,1,1,2,1
0.008871009,1,52,1,10, , ,6,3, ,1, , ,1,7,1,2,1,2
0.03801861,1,46,1,10,9,5,1,6,5,1, , ,2,30,1,2,2,2
0.03801861,2,45,1,5,9, ,5,1,6,1,3, ,5,30,1,2,2,2
0.006336435,2,42,1,2,10,9,1,6, ,1, , ,1,5,1,2,2,2
0.03801861,1,47,1,10, , ,6,7, ,1, , ,2,30,1,2,2,2
0.03801861,1,12,1,10, , ,4,1,6,1, , ,1,30,1,2,2,2
0.19009305,1,41,1,6,4,9,1,7,3,1,3,5,4,150,1,2,2,2
0.22811166,2,38,1,8,10, ,1,4, ,1,5,4,1,180,1,2,2,1
0.03801861,1,61,1,10, , ,6, , ,1, , ,2,30,1,2,2,2
0.01267287,2,56,1,4, , ,1, , ,1, , ,7,10,1,2,2,2
0.06336435,1,28,1,10,13, ,4,3,6,1, , ,2,50,1,2,2,2
0.01267287,1,47,1,3,10,9,1,3,6,1, , ,1,10,1,2,2,2
0.34216749,2,44,1,10,8,7,1,3,7,1,5, ,1,270,1,2,2,2
0.07603722,2,13,1,10, , ,6,7, ,1, , ,1,60,1,2,2,2
0.03801861,1,61,1,10, , ,6, , ,1, , ,1,30,1,2,1,2
1.21659552,2,31,1,4,6,10,6,3,1,5,2,1,2,240,3,1,2,1
0.01267287,2,52,1,10, , ,6, , ,1, , ,1,10,1,2,1,2
0.007603722,2,31,1,10,9, ,1,3,6,1, , ,4,6,1,2,2,2
0.007603722,2,29,1,2,10,9,1,3,6,1,3, ,1,6,1,2,2,2
0.03801861,1,22,1,10,1,2,1,6,7,1, , ,1,30,1,2,2,2
0.07603722,2,22,1,10, , ,1,7,6,1, , ,2,60,1,2,2,2
0.07603722,2,17,1,10, , ,3,1,6,1, , ,2,60,1,2,2,1
0.07603722,1,29,1,8,10, ,1,6,3,1, , ,1,60,1,2,1,2
0.11405583,2,60,1,10, , ,1,3,6,1, , ,2,90,1,2,2,2
0.06336435,1,39,1,4,6,7,1,4,3,1,2,3,6,50,1,1,2,1
0.05069148,2,37,1,4,6,9,1,3,4,1,2,3,6,40,1,2,2,1
0.03801861,1,58,1,3,10, ,1,3,4,1,3, ,6,30,1,2,2,2
0.03801861,1,18,1,3,9,10,1,2,6,1,3, ,4,30,1,2,2,2
0.02534574,1,57,1,10,6,3,1,4,7,1,3, ,6,20,1,2,2,1
0.03801861,2,56,1,10,3,6,1,7,6,1,2, ,6,30,1,2,2,1
0.02534574,1,26,1,3,7,10,6,7,1,1,2,3,4,20,1,2,2,1
0.05069148,1,40,1,4,10, ,4,1,2,1,3, ,6,40,1,2,2,2
0.03801861,2,37,1,4,10, ,1,6,7,1,3, ,6,30,1,2,2,2
0.05069148,1,48,1,2,10,6,4,1,3,1,3, ,5,40,1,2,2,2
0.03801861,2,47,1,2,10, ,1,3,7,1, , ,6,30,1,2,2,2
0.03801861,2,19,1,1,9,10,1,3,6,1,3, ,5,30,1,2,2,2
0.07603722,1,50,1,4,10,6,4,1,3,1,3, ,6,60,1,2,2,2
0.03801861,2,48,1,4,10,6,1,3,4,1, , ,6,30,1,2,2,2
0.10138296,1,21,1,1,7,8,4,3,6,1,3, ,5,80,1,2,2,2
0.05069148,1,58,1,10,6,3,4,1,7,1,3, ,6,40,1,2,2,1
0.03801861,2,56,1,10,6,2,1,7,3,1, , ,6,30,1,2,2,1
0.03801861,2,24,1,10,2,9,1,4,7,1,2, ,5,30,1,2,2,1
0.031682175,1,42,1,4,10,7,1,4,6,1,3,2,5,25,1,2,2,1
0.02534574,2,37,1,10,6,4,1,5,7,1,2, ,6,20,1,2,2,1
0.03801861,1,13,1,10,9,4,6,1,7,1,2, ,5,30,1,2,2,1
0.03801861,1,36,1,2,10,9,3,1,2,1,2,3,5,30,1,2,1,1
0.03801861,2,34,1,2,10,9,1,2,3,1,2,3,6,30,1,2,2,1
0.03801861,2,58,1,10, , ,6,1, ,1, , ,2,30,1,2,2,2
0.07603722,2,75,1,10, , ,6, , ,1, , ,2,60,1,2,1,2
0.07603722,1,77,1,10, , ,6,1, ,1, , ,2,60,1,2,2,2
0.05069148,2,60,1,10, , ,6, , ,1, , ,5,40,1,2,2,2
0.07603722,1,27,1,8,10,12,2,1,4,1,2, ,5,60,3,1,1,1
0.02534574,1,59,1,10, , ,6, , ,1, , ,5,20,1,2,2,2
0.019009305,1,58,1,10, , ,3, , ,1, , ,2,15,1,2,1,2
0.01267287,2,60,1,10, , ,6, , ,1, , ,5,10,1,2,2,2
0.07603722,2,24,1,10,8,9,6,5,2,1,4, ,5,60,3,1,1,2
0.019009305,2,45,1,10,4, ,6,7,1,1, , ,1,15,1,2,2,2
0.02534574,2,12,1,10, , ,6, , ,1, , ,1,20,1,2,2,2
0.03801861,1,49,1,10,1,2,6,1,3,1, , ,1,30,1,2,1,2
0.02534574,2,46,1,10,1, ,6,7,1,1, , ,1,20,1,2,2,2
0.02534574,2,22,1,10,1,3,6,1,4,1,4, ,1,20,1,2,2,2
0.019009305,1,17,1,10,1,2,6,4,1,1,3, ,1,15,1,2,2,2
0.22811166,2,36,1,13,10, ,1,4, ,1, , ,1,180,3,1,2,2
0.10138296,1,42,1,10,13, ,6,1,4,1, , ,1,80,1,2,1,2
0.05069148,1,52,1,10,1, ,6,1,4,1,3, ,2,40,1,2,2,2
0.05069148,2,52,1,1,10, ,1,4,6,1, , ,5,40,1,2,2,2
0.01267287,2,65,1,3, , ,1, , ,1, , ,7,10,1,2,2,2
0.01267287,1,56,1,2, , ,1, , ,1, , ,7,10,1,2,1,2
0.019009305,2,27,1,10, , ,1,7, ,1, , ,2,15,1,2,1,2
0.02534574,1,25,1,10,9, ,1,4, ,1, , ,1,20,1,2,1,1
0.01267287,1,63,1,10, , ,6,1, ,1, , ,4,10,1,2,2,2
0.22811166,2,43,1,10,9, ,1,3,4,1, , ,5,180,1,2,1,2
0.05069148,2,13,1,10,9,1,1,3,5,1,2, ,1,40,1,2,2,1
0.02534574,2,13,1,1,10, ,1,3, ,1, , ,1,20,1,2,2,2
0.03801861,1,49,1,10,1,9,4,3,7,1, , ,2,30,1,2,2,2
0.07603722,2,42,1,10, , ,6,7,1,1,3, ,5,60,1,2,2,2
0.03801861,1,17,1,10, , ,3,1,7,1, , ,1,30,1,2,2,2
0.05069148,1,16,1,10, , ,6,1, ,1, , ,1,40,1,2,2,1
0.02534574,1,48,1,10, , ,1,4,6,1, , ,4,20,1,2,1,2
0.03801861,2,30,1,10, , ,6,1,4,1, , ,3,30,1,2,2,2
0.03801861,2,47,1,4,10, ,3, , ,1,3, ,6,30,1,2,2,2
0.20276592,1,23,1,8,7, ,5,1,3,4, , ,5,60,1,2,2,2
0.07603722,2,16,1,10, , ,6,7, ,1,2, ,1,60,1,2,2,2
0.07603722,1,54,1,9,10, ,1,3,6,1,2, ,2,60,1,2,2,2
0.07603722,2,50,1,10,8,2,1,6,4,1, , ,5,60,1,2,2,2
0.05069148,1,23,1,10,9,8,1,4,7,1, , ,1,40,1,2,2,1
0.05069148,2,21,1,10, , ,1,3,6,1, , ,1,40,1,2,2,2
0.03801861,1,48,1,2,6,10,3,5,7,1,3, ,1,30,1,2,1,2
0.02534574,2,48,1,10, , ,6, , ,1, , ,1,20,1,2,1,2
0.03801861,2,48,1,10,8, ,6,5, ,1, , ,1,30,1,2,2,2
0.07603722,1,43,1,1,8,10,5,3,7,1,4,3,2,60,1,2,1,2
0.05069148,2,44,1,1,10, ,3, , ,1, , ,6,40,1,2,2,2
0.05069148,2,19,1,3,8,1,1,5,7,1,3, ,2,40,1,2,2,2
0.05069148,2,47,1,12,10, ,4,3,6,1, , ,2,40,1,2,2,2
0.03801861,2,18,1,10,9, ,1,4,6,1, , ,1,30,1,2,2,2
0.03801861,1,16,1,10, , ,1,7, ,1, , ,2,30,1,2,2,2
0.01267287,1,49,1,10, , ,1,6, ,1, , ,3,10,1,2,1,2
0.02534574,2,43,1,10, , ,1,6,3,1, , ,3,20,1,2,1,2
0.01267287,1,18,1,10, , ,6,1, ,1, , ,4,10,1,2,2,2
0.019009305,1,15,1,10, , ,1,6,3,1, , ,2,15,1,2,2,2
0.02534574,2,47,1,6,10,8,6,5,7,1, , ,3,20,3,1,1,2
0.15207444,1,23,1,10,8,2,1,4,7,1,3,2,1,120,3,1,1,2
0.03801861,1,57,1,10, , ,6, , ,1, , ,2,30,1,2,1,1
0.02534574,2,53,1,10, , ,6,1, ,1, , ,5,20,1,2,2,2
0.019009305,1,12,1,10, , ,6, , ,1, , ,2,15,1,2,2,2
0.07603722,1,51,1,10,7,6,3,1,7,1,3,5,5,60,1,2,1,1
0.11405583,2,16,1,10,6,8,1,6,7,1,2,4,5,90,1,2,2,1
0.15207444,2,49,1,8,2,10,5,1,6,1, , ,1,120,1,2,1,1
0.30414888,2,24,1,8,1, ,5,2,4,2,1,4,5,90,1,2,1,1
0.45622332,2,23,1,10,6,8,6,1,4,1, , ,1,360,1,2,2,1
0.40553184,2,20,1,10,8,6,6,5,4,4,1,2,2,120,1,2,2,2
0.08871009,1,48,1,10,7,5,3,4,7,1,3,5,1,70,1,2,1,2
0.19009305,2,14,1,10,3,9,3,6,7,1,3, ,1,150,1,2,2,2
0.07603722,2,14,1,10,1,3,3,1,4,1,3,4,6,60,1,2,2,2
0.24078453,2,11,1,10,6,1,6,7,1,1,3,5,1,190,1,2,2,2
0.07603722,1,38,1,10, , ,6, , ,1, , ,1,60,1,2,1,1
0.15207444,2,38,1,8, , ,5, , ,1, , ,2,120,3,1,2,2
0.02534574,1,9,1,10, , ,6, , ,1, , ,1,20,1,2,2,1
0.11405583,2,6,1,10, , ,6, , ,1, , ,1,90,1,2, ,1
0.03801861,1,47,1,10, , ,6,7,1,1, , ,1,30,1,2,2,2
0.02534574,2,45,1,10, , ,7,4,6,1,3,5,3,20,1,2,1,2
0.15207444,2,20,1,10,8,9,4,7,6,1,4,5,2,120,1,2,2,2
0.15207444,1,19,1,10, , ,7,6,4,1,3, ,5,120,1,2,2,2
0.30414888,2,53,1,8, , ,1,4,5,5, , ,1,60,1,2,2,2
0.45622332,1,28,1,8,1, ,1, , ,5, , ,6,90,1,2,1,2
0.30414888,2,24,1,8,2,1,1,2,4,2,1,3,5,90,1,2,1,1
0.07603722,2,48,1,10, , ,6,7,4,1,3,5,1,60,1,2,1,2
0.3801861,2,22,1,9,10,8,1,6,7,1,3,5,1,300,1,2,1,2
0.15207444,2,67,1,10, , ,7,6, ,1, , ,2,120,1,2,2,2
0.11405583,2,42,1,4,10,8,4,7,5,1,4,2,1,90,3,1,1,1
0.2534574,1,14,1,10,4,8,4,6,7,1, , ,3,200,1,2,2,1
0.02534574,2,39,1,10,6, ,1,6, ,1,2, ,1,20,1,2,2,1
0.02534574,1,41,1,10,6,4,6,7,3,1,3,2,1,20,1,2,1,1
0.11405583,1,10,1,10, , ,6, , ,1,2, ,4,90,1,2,2,1
0.03801861,2,8,1,10, , ,6,7, ,1,2, ,1,30,1,2, ,1
0.03801861,1,50,1,10, , ,6, , ,1, , ,1,30,1,2,1,2
0.03801861,2,46,1,10, , ,1,6, ,1, , ,1,30,1,2,1,1
0.02534574,2,19,1,10, , ,6,1, ,1, , ,1,20,1,2,1,2
0.02534574,1,12,1,10, , ,6, , ,1, , ,1,20,1,2,2,2
0.019009305,2,51,1,10, , ,6,1, ,1, , ,1,15,1,2,2,2
0.30414888,2,19,1,8,10, ,6,1, ,5,1, ,5,60,1,2,2,1
0.03801861,2,17,1,10, , ,6,1, ,1, , ,1,30,1,2,2,2
0.07603722,1,19,1,10,9,6,6,4,7,1,4,5,1,60,1,2,2,2
0.05069148,1,16,1,10, , ,6,1,7,1,3, ,1,40,1,2,2,2
0.019009305,1,50,1,10, , ,1, , ,1, , ,6,15,1,2,1,2
0.15207444,1,25,1,10,8,3,6,4,7,1,3,5,1,120,1,2,1,2
0.22811166,2,21,1,10,8,3,6,7,4,1,4,3,2,180,1,2,1,2
0.11405583,2,23,1,9,10,6,6,1,7,1,2,5,2,90,1,2,2,1
0.01267287,2,53,1,10, , ,6,1, ,1, , ,5,10,1,2,2,2
0.07603722,1,37,1,9,10, ,1,6,7,1,3, ,5,60,1,2,2,2
0.07603722,2,53,1,10, , ,6, , ,1, , ,6,60,1,2,1,2
0.1267287,1,29,1,10,8, ,6,4, ,1, , ,5,100,3,1,1,2
0.03801861,1,37,1,2,10,7,1,4,6,1,3, ,4,30,1,2,2,1
0.031682175,1,52,1,6,10,3,1,4,7,1,3, ,5,25,1,2,2,2
0.03801861,2,49,1,10,3, ,1,7,4,1, , ,6,30,1,2,2,2
0.05069148,1,50,1,10,3,7,1,4,2,1,3, ,6,40,1,2,2,2
0.03801861,2,46,1,10,3, ,1,7,3,1, , ,6,30,1,2,2,2
0.03801861,1,48,1,10,2,9,1,7,4,1,3, ,5,30,1,2,2,2
0.02534574,2,46,1,10,2, ,7,1, ,1, , ,6,20,1,2,2,2
0.03801861,2,14,1,10,2,6,6,7,1,1, , ,4,30,1,2,2,2
0.03801861,1,40,1,3,7,10,1,4,6,1,3, ,5,30,1,2,2,2
0.02534574,2,40,1,10,3,9,7,1,6,1, , ,5,20,1,2,2,2
0.02534574,2,10,1,10,6,3,6,7,1,1, , ,5,20,1,2,2,2
0.05069148,1,47,1,4,10,6,1,4,6,1,3, ,5,40,1,2,2,2
0.05069148,1,50,1,2,6,9,4,3,6,1,3, ,5,40,1,2,2,2
0.07603722,2,47,1,10,9, ,1,6, ,1, , ,1,60,1,2,2,2
0.10138296,1,19,1,4,10,9,6,3,1,1,3, ,5,80,1,2,2,2
0.019009305,1,58,1,10, , ,6,1, ,1, , ,5,15,1,2,2,2
0.02534574,2,55,1,10, , ,1,6, ,1, , ,5,20,1,2,2,2
0.03801861,2,45,1,10,9, ,1,6, ,1, , ,6,30,1,2,2,2
0.03801861,2,59,1,10, , ,6,1, ,1, , ,4,30,1,2,2,2
0.07603722,2,29,1,4,10,2,6,3,1,1,5,3,5,60,1,1,2,2
0.07603722,1,34,1,10,4,6,4,6,7,1,3, ,2,60,1,2,1,2
0.031682175,1,53,1,10,1, ,6,1,3,1, , ,1,25,1,2,2,2
0.02534574,2,47,1,10,1, ,6,7,1,1, , ,1,20,1,2,2,2
0.031682175,1,20,1,10,1, ,6,7,1,1,3, ,1,25,1,2,2,2
0.01267287,2,61,1,10, , ,6, , ,1, , ,1,10,1,2,2,2
0.07603722,2,22,1,1,7,10,1,6,7,1,4, ,4,60,1,2,2,2
0.20276592,1,20,1,1,10,9,1,4,6,4,1, ,3,60,1,2,2,2
0.07603722,1,50,1,10,2, ,1,6, ,1, , ,4,60,1,2,1,2
0.91244664,2,51,1,10,4,6,1,4,3,5,1,3,1,180,1,1,1,2
0.41820471,2,24,1,10,3,8,1,6,7,1,2,4,1,330,1,2,2,1
0.03801861,1,18,1,10, , ,6,1, ,1, , ,4,30,1,2,2,1
0.03801861,2,16,1,10,6,9,6,1,7,1,4,2,1,30,1,2,2,1
0.03801861,2,18,1,2, , ,1,3, ,1, , ,6,30,1,2,2,2
0.05069148,1,64,1,3, , ,1, , ,1, , ,7,40,1,2,2,2
0.02534574,2,59,1,9, , ,1, , ,1, , ,7,20,1,2, ,2
0.006336435,1,51,1,9,10, ,1,6, ,1, , ,4,5,1,2,2,2
0.07603722,2,21,1,1,7,6,6,1, ,1,3, ,4,60,1,2,2,2
0.003801861,1,53,1,9,10, ,1, , ,1, , ,4,3,1,2,2,2
0.005069148,2,52,1,10,9, ,1,6, ,1, , ,4,4,1,2,2,2
0.10138296,2,25,1,1,3,10,1,6,4,4,1, ,3,30,1,2,2,2
0.03801861,1,18,1,4,1,10,1,6,7,1,4, ,2,30,1,2,2,2
0.03801861,2,48,1,8, , ,4,1, ,1, , ,7,30,1,2,2,1
0.019009305,2,16,1,3, , ,1, , ,1, , ,7,15,1,2,2,2
0.02534574,2,13,1,3, , ,1, , ,1, , ,7,20,1,2,2,2
0.01267287,2,63,1,10, , ,6, , ,1, , ,1,10,1,2,2,2
0.02534574,1,75,1,10, , ,6,7, ,1, , ,1,20,1,2,2,2
0.01267287,2,27,1,2,10,9,1,3,5,1, , ,1,10,1,2,2,2
0.07603722,2,49,1,10, , ,6,1, ,1, , ,2,60,1,2,2,2
0.019009305,2,37,1,10, , ,1,6,5,1,2, ,1,15,1,2,1,2
0.01267287,2,63,1,10, , ,1,7, ,1, , ,2,10,1,2,2,2
0.01267287,1,16,1,10,2, ,1, , ,1, , ,3,10,1,2,2,2
0.010138296,2,59,1,10, , ,1,7,6,1, , ,2,8,1,2,2,2
0.019009305,2,24,1,10, , ,1,3,7,1, , ,1,15,1,2,1,2
0.01267287,2,18,1,10, , ,1,6, ,1, , ,4,10,1,2,2,2
0.02534574,2,16,1,10, , ,1,6, ,1, , ,5,20,1,2,2,2
0.019009305,2,52,1,10,8, ,1,7,3,1, , ,1,15,1,2,2,2
0.019009305,1,27,1,10,8, ,1,3,4,1, , ,1,15,3,1,1,2
0.02534574,1,22,1,10,8, ,1,2,3,1, , ,1,20,1,2,1,2
0.01267287,1,60,1,10, , ,1,3, ,1, , ,2,10,1,2,2,2
0.006336435,2,57,1,10, , ,1,7,3,1, , ,1,5,1,2,2,2
0.01267287,1,33,1,10, , ,1,5,7,1, , ,1,10,1,2,1,2
0.02534574,1,31,1,10, , ,1,7,4,1, , ,2,20,1,2,1,2
0.019009305,1,61,1,10, , ,1,2,7,1, , ,1,15,1,2,1,2
0.01267287,2,57,1,10, , ,1,7,4,1, , ,1,10,1,2,2,2
0.008871009,1,17,1,10, , ,1,7,6,1, , ,4,7,1,2,1,2
0.01267287,1,61,1,10, , ,1,7,5,1, , ,2,10,1,2,2,2
0.01267287,2,55,1,10, , ,1,3,7,1, , ,1,10,1,2,2,2
0.01267287,1,29,1,10, , ,1,5,3,1,3, ,1,10,1,1,1,2
0.01267287,1,25,1,10, , ,1,4,7,1,3, ,1,10,1,2,2,2
0.01267287,2,43,1,10, , ,1,4,7,1, , ,1,10,1,2,1,2
0.10138296,1,60,1,8,10, ,3,1, ,1,5, ,6,80,1,2,2,2
0.07603722,2,56,1,10,8, ,3,4,7,1,5, ,5,60,2,1,2,2
0.05069148,1,24,1,10,8, ,3, , ,1, , ,4,40,2,1,2,1
0.07603722,2,28,1,10, , ,1,7, ,1, , ,4,60,1,2,2,1
0.05069148,2,61,1,10, , ,3,7, ,1, , ,2,40,1,2,2,2
0.01267287,1,67,1,10,6, ,6,7,1,1, , ,2,10,1,2,2,2
0.019009305,2,70,1,10, , ,6,7,1,1, , ,4,15,1,2,2,2
0.02534574,1,45,1,10,6,9,1,6,7,1,3,4,2,20,1,2,1,2
0.01267287,1,48,1,9,10, ,6, , ,1, , ,3,10,1,2,1,2
0.019009305,2,48,1,9, , ,6, , ,1, , ,3,15,1,2,2,2
0.019009305,2,23,1,10, , ,6,5, ,1, , ,3,15,1,2,2,2
0.03801861,1,12,1,9, , ,6, , ,1, , ,1,30,1,2,2,2
0.019009305,1,58,1,10, , ,6, , ,1, , ,3,15,1,2,2,2
0.02534574,2,57,1,10, , ,6, , ,1, , ,3,20,1,2,2,2
