분류,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
총배출량,292190.35,315459.8,343481.57,378674.17,403690.03,433892.37,470463.21,502115.45,431531.81,469518.96,502865.87,516143.48,538627.47,548987.64,557255.12,560923.34,567309.24,580751.92,593853.57,597982.54,656322.62,684929.54,688308.06,697383.69,691932.56,692514.57,693534.82,709749.97,727633.3,708200.0
